analysis_unit,campo,timepoint_h,imagej,ai
Controle||None||B1||c1,1,8,0.2067,0.2300457395335517
Controle||None||B1||c1,1,12,0.2662,0.28147930152086076
LUIS RAW||PEP+GB||A3||c1,1,8,0.7592,0.27444970862094004
LUIS RAW||PEP+GB||A3||c1,1,12,0.805,0.14518207701623315
LUIS RAW||PEP+GB||A3||c1,1,24,1.0,1.0
LUIS RAW||PEP+GB||A3||c2,2,8,0.4273,0.4761427092888085
LUIS RAW||PEP+GB||A3||c2,2,12,0.8235,0.7935680956235673
LUIS RAW||PEP+GB||A3||c2,2,24,1.0,1.0
LUIS RAW||PEP+MET3||A6||c1,1,8,0.2894,0.25689189649348115
LUIS RAW||PEP+MET3||A6||c1,1,12,0.4624,0.3080379957267039
LUIS RAW||PEP+MET3||A6||c1,1,24,0.6844,0.6727551243792713
LUIS RAW||PEP+MET3||A6||c2,2,8,0.12,1.0
LUIS RAW||PEP+MET3||A6||c2,2,12,0.3389,0.32406326952961695
LUIS RAW||PEP+MET3||A6||c2,2,24,0.6351,0.6166781639571186
LUIS RAW||PEP||E1||c1,1,8,0.5365,0.5224103494725262
LUIS RAW||PEP||E1||c1,1,12,0.6814,1.0
LUIS RAW||PEP||E1||c1,1,24,1.0,1.0
LUIS RAW||PEP||E1||c2,2,8,0.6679,0.49736773778896537
LUIS RAW||PEP||E1||c2,2,12,0.7848,0.5956686668266435
LUIS RAW||PET||C5||c1,1,8,0.2904,0.28601110578742944
LUIS RAW||PET||C5||c1,1,12,0.3475,0.3468055591764984
LUIS RAW||PET||F2||c1,1,12,0.0212,1.0
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,0.863,1.0
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,0.4227,0.3769289250126126
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,0.7243,0.4902312297040631
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,0.5484,0.5196062767898543
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,0.7531,0.7057549675367416
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,0.0627,0.3624214642450002
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,0.0082,0.3880764286400781
