analysis_unit,campo,timepoint_h,imagej,ai
Controle||None||B1||c1,1,8,0.2067,0.21939908451064544
Controle||None||B1||c1,1,12,0.2662,0.27186038309747107
LUIS RAW||PEP+GB||A3||c1,1,8,0.7592,0.18349095411410513
LUIS RAW||PEP+GB||A3||c1,1,12,0.805,0.32539462266080704
LUIS RAW||PEP+GB||A3||c1,1,24,1.0,1.0
LUIS RAW||PEP+GB||A3||c2,2,8,0.4273,0.4280210386772731
LUIS RAW||PEP+GB||A3||c2,2,12,0.8235,0.7234276979561671
LUIS RAW||PEP+GB||A3||c2,2,24,1.0,1.0
LUIS RAW||PEP+MET3||A6||c1,1,8,0.2894,0.24731525697910356
LUIS RAW||PEP+MET3||A6||c1,1,12,0.4624,0.29097188890910325
LUIS RAW||PEP+MET3||A6||c1,1,24,0.6844,0.643318821417687
LUIS RAW||PEP+MET3||A6||c2,2,8,0.12,0.7405143577734102
LUIS RAW||PEP+MET3||A6||c2,2,12,0.3389,0.3064607347205755
LUIS RAW||PEP+MET3||A6||c2,2,24,0.6351,0.6265841563404908
LUIS RAW||PEP||E1||c1,1,8,0.5365,0.5060985469032113
LUIS RAW||PEP||E1||c1,1,12,0.6814,0.5743962372628335
LUIS RAW||PEP||E1||c1,1,24,1.0,1.0
LUIS RAW||PEP||E1||c2,2,8,0.6679,0.472294383038063
LUIS RAW||PEP||E1||c2,2,12,0.7848,0.7308523860367157
LUIS RAW||PET||C5||c1,1,8,0.2904,0.27951041453508224
LUIS RAW||PET||C5||c1,1,12,0.3475,0.3371262455237021
LUIS RAW||PET||F2||c1,1,12,0.0212,0.4806804572342071
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,0.863,0.7547646460535478
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,0.4227,0.5691415690856935
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,0.7243,0.768417740589982
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,0.5484,0.5385537590322486
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,0.7531,0.7260555550582051
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,0.0627,0.43697900777720805
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,0.0082,0.5906905932154067
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,0.5844,0.5178919999121091
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,0.5931,0.5193507535396685
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,0.7255,0.6836803534876783
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,0.604,0.5548227546059605
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,0.8762,0.8211019282432522
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,0.5942,0.5847935718828853
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,0.6147,0.6026327255792102
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,0.6981,0.699488168699434
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,0.082,0.10393501034426979
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,0.1174,0.16454365731625897
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,0.3793,0.37291072709676315
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,0.1089,0.054505597708647074
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,0.1405,0.13980643338099905
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,0.4537,0.4013271318356532
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,0.2314,0.1911576004802205
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,0.2959,0.2982278834769688
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,0.2301,0.40464517652508997
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,0.2157,0.2381884361341179
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,0.5794,0.5053450083887893
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,-0.0266,-0.01618306879617639
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,0.103,0.11172733565234388
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,0.4371,0.4536636508926132
Originais (1)||None||A1||c1,1,8,0.5074,0.5594003115239146
Originais (1)||None||A1||c1,1,12,0.7203,0.7143601721055993
Originais (1)||None||A1||c1,1,24,1.0,1.0
Originais (1)||None||A1||c2,2,8,0.489,0.48238952948290637
