analysis_unit,campo,timepoint_h,imagej,ai
Controle||None||B1||c1,1,8,0.2067,0.2368573804462467
Controle||None||B1||c1,1,12,0.2662,0.2765348936151223
LUIS RAW||PEP+GB||A3||c1,1,8,0.7592,1.0
LUIS RAW||PEP+GB||A3||c1,1,12,0.805,0.1394622439396904
LUIS RAW||PEP+GB||A3||c1,1,24,1.0,1.0
LUIS RAW||PEP+GB||A3||c2,2,8,0.4273,0.4496951726259379
LUIS RAW||PEP+GB||A3||c2,2,12,0.8235,0.7916026005540497
LUIS RAW||PEP+GB||A3||c2,2,24,1.0,1.0
LUIS RAW||PEP+MET3||A6||c1,1,8,0.2894,0.27736881081090486
LUIS RAW||PEP+MET3||A6||c1,1,12,0.4624,0.30913275152003444
LUIS RAW||PEP+MET3||A6||c1,1,24,0.6844,0.61352815559353
LUIS RAW||PEP+MET3||A6||c2,2,8,0.12,0.19282671682668392
LUIS RAW||PEP+MET3||A6||c2,2,12,0.3389,0.3170614639781642
LUIS RAW||PEP+MET3||A6||c2,2,24,0.6351,1.0
LUIS RAW||PEP||E1||c1,1,8,0.5365,0.5093060399376872
LUIS RAW||PEP||E1||c1,1,12,0.6814,1.0
LUIS RAW||PEP||E1||c1,1,24,1.0,1.0
LUIS RAW||PEP||E1||c2,2,8,0.6679,0.5043726632763038
LUIS RAW||PEP||E1||c2,2,12,0.7848,1.0
LUIS RAW||PET||C5||c1,1,8,0.2904,0.2807078485886578
LUIS RAW||PET||C5||c1,1,12,0.3475,0.3436932373830449
LUIS RAW||PET||F2||c1,1,12,0.0212,1.0
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,0.863,1.0
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,0.4227,0.3892293849322852
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,0.7243,1.0
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,0.5484,0.5137905199321214
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,0.7531,0.6996795329863965
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,0.0627,0.3531088112812653
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,0.0082,0.39707192395242724
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,0.5844,0.5892512846712904
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,0.5931,0.5860231662787684
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,0.7255,0.7321615271464009
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,0.604,0.5678650242151025
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,0.8762,0.9346263396727961
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,0.5942,0.5756150177559066
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,0.6147,0.602865885743903
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,0.6981,0.6924087719363052
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,0.082,0.11894060105524934
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,0.1174,0.16539356287512524
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,0.3793,0.37958956209802314
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,0.1089,0.09089869840021658
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,0.1405,0.1346791866742927
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,0.4537,0.44718314153926575
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,0.2314,0.21056539269820934
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,0.2959,0.30624600700328
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,0.2301,1.0
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,0.2157,0.22941246492892972
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,0.5794,0.542917148600234
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,-0.0266,0.005864132514186863
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,0.103,0.11766761965407672
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,0.4371,0.4429757218840733
Originais (1)||None||A1||c1,1,8,0.5074,0.5600427761058845
Originais (1)||None||A1||c1,1,12,0.7203,1.0
Originais (1)||None||A1||c1,1,24,1.0,1.0
Originais (1)||None||A1||c2,2,8,0.489,0.49390969649979943
Originais (1)||None||A1||c2,2,12,0.7077,1.0
Originais (1)||None||A1||c2,2,24,1.0,1.0
Originais (1)||None||A5||c1,1,8,0.6163,0.5761054246746152
Originais (1)||None||A5||c1,1,12,0.8311,1.0
Originais (1)||None||A5||c1,1,24,1.0,1.0
Originais (1)||None||A5||c2,2,8,0.5978,0.5685269756113919
Originais (1)||None||A5||c2,2,12,0.8303,1.0
Originais (1)||None||A5||c2,2,24,1.0,1.0
Originais (1)||None||B5||c1,1,8,0.5039,0.5079548292007615
Originais (1)||None||B5||c1,1,12,0.6416,0.6488237201025367
Originais (1)||None||B5||c2,2,8,0.2352,0.4510745111246315
Originais (1)||None||B5||c2,2,12,0.2843,0.5699946857296048
Originais (1)||None||D1||c2,2,8,0.2561,0.49651474412787744
Originais (1)||None||D1||c2,2,12,0.432,1.0
P1|CT|F10,F10,48,1.0,1.0
P1|CT|F8,F8,24,1.0,1.0
P1|CT|F8,F8,48,1.0,1.0
P1|PTX|F2,F2,24,0.4384,0.4960534909430655
P1|PTX|F2,F2,48,0.7695,0.6968744946476743
P1|PTX|F9,F9,24,0.1489,0.16982889471192242
P1|PTX|F9,F9,48,0.4793,0.3278539047707532
P2|CARBO+GEO|F14,F14,48,0.4971,1.0
P2|CARBO+GEO|F8,F8,24,0.5044,0.48097547353321046
P2|CARBO+GEO|F8,F8,48,0.5957,1.0
P2|CARBO|F9,F9,24,0.5362,1.0
P2|CARBO|F9,F9,48,1.0,1.0
P2|CT|F9,F9,24,0.8479,0.8554451300837048
P2|CT|F9,F9,48,1.0,1.0
P2|GEO|F11,F11,24,0.4712,0.4638199349337
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,1.0
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0
Saudável||None||B1||c1,1,12,0.2474,-0.184202035185614
Saudável||None||B1||c1,1,24,0.8772,1.0
Saudável||None||B1||c2,2,24,0.6237,0.6358774569374835
originais||None||A1||c1,1,8,0.4187,0.4032293655895154
originais||None||A1||c2,2,8,0.2655,0.28837210508720434
originais||None||B5||c1,1,24,0.4674,1.0
originais||None||D1||c1,1,8,0.4376,0.45336614263644254
originais||None||D1||c1,1,12,0.5513,0.570827616412401
originais||None||D1||c1,1,24,0.8835,0.8384755145990732
originais||None||D1||c2,2,8,0.4467,0.4262788114861984
originais||None||D1||c2,2,12,0.5702,0.5510846873779534
originais||None||D1||c2,2,24,0.7929,0.806416857234235
originais||None||D4||c1,1,8,0.6003,0.6052722388330968
originais||None||D4||c1,1,24,0.8093,1.0
