analysis_unit,campo,timepoint_h,imagej,ai
Controle||None||B1||c1,1,8,0.2067,0.22121022571419555
Controle||None||B1||c1,1,12,0.2662,0.2651139655666298
LUIS RAW||PEP+GB||A3||c1,1,8,0.7592,0.21187935791348553
LUIS RAW||PEP+GB||A3||c1,1,12,0.805,0.3233886054285704
LUIS RAW||PEP+GB||A3||c1,1,24,1.0,1.0
LUIS RAW||PEP+GB||A3||c2,2,8,0.4273,0.4367983689591529
LUIS RAW||PEP+GB||A3||c2,2,12,0.8235,0.7109710590430287
LUIS RAW||PEP+GB||A3||c2,2,24,1.0,1.0
LUIS RAW||PEP+MET3||A6||c1,1,8,0.2894,0.23074236511215807
LUIS RAW||PEP+MET3||A6||c1,1,12,0.4624,0.2641039254139953
LUIS RAW||PEP+MET3||A6||c1,1,24,0.6844,0.6583695153347597
LUIS RAW||PEP+MET3||A6||c2,2,8,0.12,0.47594388005976596
LUIS RAW||PEP+MET3||A6||c2,2,12,0.3389,0.31620013103947214
LUIS RAW||PEP+MET3||A6||c2,2,24,0.6351,0.6296856981996084
LUIS RAW||PEP||E1||c1,1,8,0.5365,0.505657935770684
LUIS RAW||PEP||E1||c1,1,12,0.6814,0.5583548103053968
LUIS RAW||PEP||E1||c1,1,24,1.0,1.0
LUIS RAW||PEP||E1||c2,2,8,0.6679,0.44368981990208967
LUIS RAW||PEP||E1||c2,2,12,0.7848,0.6773575119312979
LUIS RAW||PET||C5||c1,1,8,0.2904,0.27237775199840997
LUIS RAW||PET||C5||c1,1,12,0.3475,0.32969632813157057
LUIS RAW||PET||F2||c1,1,12,0.0212,0.4773123494139021
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,0.863,0.752147545856662
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,0.4227,0.6493641542171218
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,0.7243,0.7785923761543236
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,0.5484,0.550055700316742
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,0.7531,0.7362114373259226
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,0.0627,0.4790597066633934
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,0.0082,0.6354041163310349
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,0.5844,0.4391994879925127
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,0.5931,0.44566268582018503
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,0.7255,0.6415769505452189
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,0.604,0.5511974895727421
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,0.8762,0.8472659787906435
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,0.5942,0.5346857874116742
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,0.6147,0.5459236899792449
