arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,772697,15.3273,1,2452,2056
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,603390,11.968908,1,2452,2056
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,878802,17.43201,1,2452,2056
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,901213,17.876557,1,2452,2056
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,282375,5.60122,1,2452,2056
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,240727,4.775086,1,2452,2056
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,498194,9.882229,1,2452,2056
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,289465,5.741858,1,2452,2056
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,72933,17.805908,1,640,640
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,54387,13.278076,1,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,2452,2056
A1 24HR 1_png.rf.psHGzfQFFYu0q9OMf12P.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,301139,5.973425,1,2452,2056
A1 24h 1_png.rf.TlQXP6CHdUFWS07zQImN.png,0,0.0,0,640,640
A1 24h 2_png.rf.o9mYSgMZsKvkMpLuHnpZ.png,0,0.0,0,640,640
A1 24hr 1_png.rf.LkrEN1mHJhJhYU2lmydg.png,0,0.0,0,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,358516,7.111561,1,2452,2056
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,342233,6.78857,1,2452,2056
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,447431,8.875289,1,2452,2056
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,636831,12.632247,1,2452,2056
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,1997518,39.622979,1,2452,2056
A2 12H 1_png.rf.xnmVBn7WXmT4yiy3UMlx.png,660911,13.109901,1,2452,2056
A2 12H 2_png.rf.N7tpAQyq0PEGrhaTGLJT.png,786994,15.610897,1,2452,2056
A2 24H 1_png.rf.EFavmtKTLhhnJThESvF0.png,486450,9.649274,1,2452,2056
A2 24H 2_png.rf.E5xmaghZdqaoko8wlaZh.png,602344,11.94816,1,2452,2056
A2 8H 1_png.rf.xvZ2Owwq7kfNeQBUdLj1.png,770006,15.273921,1,2452,2056
A2 8H 2_png.rf.7oLJskKDBKhwtDpwzZqy.png,829796,16.459922,1,2452,2056
A3 0H 1_png.rf.4oL1M95z5XQoppHkibCl.png,474778,9.417747,1,2452,2056
A3 0H 2_png.rf.QDCtQGDH1pznmeHT0BNJ.png,1083745,21.497281,1,2452,2056
A3 12H 1_png.rf.TU0BGVsD3XJqPwGYBsiu.png,376170,7.461748,1,2452,2056
A3 12H 2_png.rf.r5xe4JQ4Ecgyw1raWv4H.png,0,0.0,0,2452,2056
A3 24H 1_png.rf.tfdHOCRouEH53EDqy7G0.png,0,0.0,0,2452,2056
A3 24H 2_png.rf.TOtRUqMkxCrasCpSjZKO.png,0,0.0,0,2452,2056
A3 8H 1_png.rf.d60KhXvDmSmp3Oia8S8T.png,302799,6.006353,1,2452,2056
A3 8H 2_png.rf.B5nEx5FtZ9JTiEjZrHJb.png,555426,11.017489,1,2452,2056
A5 0HR 1_png.rf.ckTpizxWhCzqrJmwetqV.png,774892,15.37084,1,2452,2056
A5 0HR 2_png.rf.C9gm2A2fkupz9aW1u7b9.png,849066,16.842163,1,2452,2056
A5 12HR 1_png.rf.1xA3zwCvRWDQRrGvHIhA.png,478642,9.494394,1,2452,2056
A5 12HR 1_png.rf.IESDSkszuJatVJfvQ7PW.png,0,0.0,0,2452,2056
A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,505002,10.017273,1,2452,2056
A5 12HR 2_png.rf.rAr8U7x7uLNYSny2Orvg.png,222398,4.41151,1,2452,2056
A5 24HR 1_png.rf.CpfIcPI5krfxTtJFGjKH.png,0,0.0,0,2452,2056
A5 24HR 1_png.rf.QWraD9H7IOqSfp8mznDQ.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.JBrJ8KO8uH9Jn3iTJvZf.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.xE7wqG2pbN9OFXjVvNjl.png,208180,4.129481,1,2452,2056
A5 8HR 1_png.rf.jEYUYpVLybixXNUndrI9.png,551081,10.931301,1,2452,2056
A5 8HR 1_png.rf.qbCCkoclBZRwrN2mNDA9.png,316438,6.276898,1,2452,2056
A5 8HR 2_png.rf.7U0SE5K1r1eXtmiCBL1Q.png,358710,7.11541,1,2452,2056
A6 0H 1_png.rf.rKpcg4iYJ50H0XfmG98n.png,1152860,22.868253,1,2452,2056
A6 0H 2_png.rf.xTjPOuBdGBBEAQh6qzcS.png,1219686,24.193821,1,2452,2056
A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,779774,15.46768,1,2452,2056
A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,827960,16.423502,1,2452,2056
A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,0,0.0,0,2452,2056
A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,463418,9.192409,1,2452,2056
A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,840578,16.673794,1,2452,2056
A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,970722,19.255345,1,2452,2056
B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1661553,32.958742,1,2452,2056
B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1429300,28.351747,1,2452,2056
B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,801455,15.897746,1,2452,2056
B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,759630,15.068101,1,2452,2056
B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,110339,26.938232,1,640,640
B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,88591,21.628662,1,640,640
B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,87120,21.269531,1,640,640
B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,118708,28.981445,1,640,640
B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,103627,25.299561,1,640,640
B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,107185,26.168213,1,640,640
B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,687633,13.639961,1,2452,2056
B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,523921,10.392553,1,2452,2056
B1 12HR 1_png.rf.iGQ0raXb1cPFjLpTE8Qs.png,482896,9.578776,1,2452,2056
B1 12hr 1_png.rf.Basp8dmX2exqZZBqydBx.png,50677,12.372314,1,640,640
B1 12hr 1_png.rf.MkOpH7SVtG5q4EYuFmK2.png,50160,12.246094,1,640,640
B1 12hr 1_png.rf.sRUPpw6VBKsEL7UWcuqg.png,80491,19.651123,1,640,640
B1 12hr_1_png.rf.dB4OztvLmzVa4BGq5jCN.png,76782,18.745605,1,640,640
B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,447593,8.878502,1,2452,2056
B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,0,0.0,0,2452,2056
B1 24HR 1_png.rf.ZOXgAwm7pCyA0PxFBFkk.png,0,0.0,0,2452,2056
B1 24HR 2_png.rf.Ls9u8THJDkrAcAUiOT0Q.png,222071,4.405024,1,2452,2056
B1 24hr 1_png.rf.wZriPsVdQe9B1XYh0ypQ.png,0,0.0,0,640,640
