arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,776805,15.408786,1,2452,2056
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,602594,11.953119,1,2452,2056
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,881395,17.483445,1,2452,2056
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,895321,17.759682,1,2452,2056
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,273099,5.417221,1,2452,2056
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,0,0.0,0,2452,2056
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,494837,9.815639,1,2452,2056
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,0,0.0,0,2452,2056
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,72668,17.741211,1,640,640
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53810,13.137207,1,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,2452,2056
A1 24HR 1_png.rf.psHGzfQFFYu0q9OMf12P.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,0,0.0,0,2452,2056
A1 24h 1_png.rf.TlQXP6CHdUFWS07zQImN.png,0,0.0,0,640,640
A1 24h 2_png.rf.o9mYSgMZsKvkMpLuHnpZ.png,0,0.0,0,640,640
A1 24hr 1_png.rf.LkrEN1mHJhJhYU2lmydg.png,0,0.0,0,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,346924,6.881621,1,2452,2056
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,332664,6.598758,1,2452,2056
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,437319,8.674706,1,2452,2056
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,630161,12.49994,1,2452,2056
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,1987675,39.427732,1,2452,2056
A2 12H 1_png.rf.xnmVBn7WXmT4yiy3UMlx.png,659811,13.088081,1,2452,2056
A2 12H 2_png.rf.N7tpAQyq0PEGrhaTGLJT.png,785584,15.582928,1,2452,2056
A2 24H 1_png.rf.EFavmtKTLhhnJThESvF0.png,479022,9.501931,1,2452,2056
A2 24H 2_png.rf.E5xmaghZdqaoko8wlaZh.png,608129,12.062911,1,2452,2056
A2 8H 1_png.rf.xvZ2Owwq7kfNeQBUdLj1.png,776599,15.4047,1,2452,2056
A2 8H 2_png.rf.7oLJskKDBKhwtDpwzZqy.png,834000,16.543313,1,2452,2056
A3 0H 1_png.rf.4oL1M95z5XQoppHkibCl.png,0,0.0,0,2452,2056
A3 0H 2_png.rf.QDCtQGDH1pznmeHT0BNJ.png,1082337,21.469352,1,2452,2056
A3 12H 1_png.rf.TU0BGVsD3XJqPwGYBsiu.png,376478,7.467858,1,2452,2056
A3 12H 2_png.rf.r5xe4JQ4Ecgyw1raWv4H.png,0,0.0,0,2452,2056
A3 24H 1_png.rf.tfdHOCRouEH53EDqy7G0.png,0,0.0,0,2452,2056
A3 24H 2_png.rf.TOtRUqMkxCrasCpSjZKO.png,0,0.0,0,2452,2056
A3 8H 1_png.rf.d60KhXvDmSmp3Oia8S8T.png,307834,6.106228,1,2452,2056
A3 8H 2_png.rf.B5nEx5FtZ9JTiEjZrHJb.png,559184,11.092033,1,2452,2056
A5 0HR 1_png.rf.ckTpizxWhCzqrJmwetqV.png,769019,15.254343,1,2452,2056
A5 0HR 2_png.rf.C9gm2A2fkupz9aW1u7b9.png,846809,16.797393,1,2452,2056
A5 12HR 1_png.rf.1xA3zwCvRWDQRrGvHIhA.png,465015,9.224087,1,2452,2056
A5 12HR 1_png.rf.IESDSkszuJatVJfvQ7PW.png,0,0.0,0,2452,2056
A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,509207,10.100684,1,2452,2056
A5 12HR 2_png.rf.rAr8U7x7uLNYSny2Orvg.png,0,0.0,0,2452,2056
A5 24HR 1_png.rf.CpfIcPI5krfxTtJFGjKH.png,0,0.0,0,2452,2056
A5 24HR 1_png.rf.QWraD9H7IOqSfp8mznDQ.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.JBrJ8KO8uH9Jn3iTJvZf.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.xE7wqG2pbN9OFXjVvNjl.png,208181,4.1295,1,2452,2056
A5 8HR 1_png.rf.jEYUYpVLybixXNUndrI9.png,534162,10.595694,1,2452,2056
A5 8HR 1_png.rf.qbCCkoclBZRwrN2mNDA9.png,302856,6.007484,1,2452,2056
A5 8HR 2_png.rf.7U0SE5K1r1eXtmiCBL1Q.png,348381,6.910522,1,2452,2056
A6 0H 1_png.rf.rKpcg4iYJ50H0XfmG98n.png,1152586,22.862818,1,2452,2056
A6 0H 2_png.rf.xTjPOuBdGBBEAQh6qzcS.png,1218491,24.170117,1,2452,2056
A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,786550,15.602089,1,2452,2056
A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,833436,16.532125,1,2452,2056
A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,0,0.0,0,2452,2056
A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,0,0.0,0,2452,2056
A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,806424,15.996312,1,2452,2056
A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,972128,19.283234,1,2452,2056
B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1666757,33.061969,1,2452,2056
B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1434037,28.44571,1,2452,2056
B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,802915,15.926707,1,2452,2056
B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,756587,15.00774,1,2452,2056
B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,110159,26.894287,1,640,640
B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,87338,21.322754,1,640,640
B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,87075,21.258545,1,640,640
B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,117500,28.686523,1,640,640
B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,102656,25.0625,1,640,640
B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,106700,26.049805,1,640,640
B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,688052,13.648273,1,2452,2056
B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,520352,10.321758,1,2452,2056
B1 12HR 1_png.rf.iGQ0raXb1cPFjLpTE8Qs.png,476576,9.453412,1,2452,2056
B1 12hr 1_png.rf.Basp8dmX2exqZZBqydBx.png,50402,12.305176,1,640,640
B1 12hr 1_png.rf.MkOpH7SVtG5q4EYuFmK2.png,49793,12.156494,1,640,640
B1 12hr 1_png.rf.sRUPpw6VBKsEL7UWcuqg.png,79412,19.387695,1,640,640
B1 12hr_1_png.rf.dB4OztvLmzVa4BGq5jCN.png,76818,18.754395,1,640,640
B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,447334,8.873365,1,2452,2056
B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,0,0.0,0,2452,2056
B1 24HR 1_png.rf.ZOXgAwm7pCyA0PxFBFkk.png,286928,5.691534,1,2452,2056
B1 24HR 2_png.rf.Ls9u8THJDkrAcAUiOT0Q.png,218471,4.333614,1,2452,2056
B1 24hr 1_png.rf.wZriPsVdQe9B1XYh0ypQ.png,0,0.0,0,640,640
B1 24hr 2_png.rf.kOhjizJROLOCgNfM1IF5.png,0,0.0,0,640,640
B1 8H 1_png.rf.fqDTrXJGtwGnRUswH16c.png,682061,13.529434,1,2452,2056
B1 8H 2_png.rf.gA6SnVr547LgfEenVrRi.png,598943,11.880697,1,2452,2056
B1 8HR 1_png.rf.AMXvM5M5gyDuLKC5DTa9.png,574073,11.387373,1,2452,2056
B1 8HR 2_png.rf.QKXzmdKQE41ccuWFgbwS.png,500180,9.921624,1,2452,2056
B1 8hr 1_png.rf.pwZlWzk9sZA3CwldABe9.png,83189,20.309814,1,640,640
