arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,777457,15.42172,1,2452,2056
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,606090,12.022466,1,2452,2056
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,886437,17.583458,1,2452,2056
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,902738,17.906807,1,2452,2056
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,288737,5.727418,1,2452,2056
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,0,0.0,0,2452,2056
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,504476,10.006839,1,2452,2056
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,0,0.0,0,2452,2056
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,73493,17.942627,1,640,640
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,54937,13.412354,1,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,2452,2056
A1 24HR 1_png.rf.psHGzfQFFYu0q9OMf12P.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,0,0.0,0,2452,2056
A1 24h 1_png.rf.TlQXP6CHdUFWS07zQImN.png,0,0.0,0,640,640
A1 24h 2_png.rf.o9mYSgMZsKvkMpLuHnpZ.png,0,0.0,0,640,640
A1 24hr 1_png.rf.LkrEN1mHJhJhYU2lmydg.png,30363,7.412842,1,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,358567,7.112573,1,2452,2056
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,339438,6.733128,1,2452,2056
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,449324,8.912839,1,2452,2056
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,639388,12.682968,1,2452,2056
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,2001725,39.70643,1,2452,2056
A2 12H 1_png.rf.xnmVBn7WXmT4yiy3UMlx.png,664264,13.176411,1,2452,2056
A2 12H 2_png.rf.N7tpAQyq0PEGrhaTGLJT.png,800342,15.875669,1,2452,2056
A2 24H 1_png.rf.EFavmtKTLhhnJThESvF0.png,485936,9.639078,1,2452,2056
A2 24H 2_png.rf.E5xmaghZdqaoko8wlaZh.png,613198,12.163461,1,2452,2056
A2 8H 1_png.rf.xvZ2Owwq7kfNeQBUdLj1.png,756339,15.002821,1,2452,2056
A2 8H 2_png.rf.7oLJskKDBKhwtDpwzZqy.png,858665,17.03257,1,2452,2056
A3 0H 1_png.rf.4oL1M95z5XQoppHkibCl.png,0,0.0,0,2452,2056
A3 0H 2_png.rf.QDCtQGDH1pznmeHT0BNJ.png,1090709,21.63542,1,2452,2056
A3 12H 1_png.rf.TU0BGVsD3XJqPwGYBsiu.png,382210,7.581558,1,2452,2056
A3 12H 2_png.rf.r5xe4JQ4Ecgyw1raWv4H.png,0,0.0,0,2452,2056
A3 24H 1_png.rf.tfdHOCRouEH53EDqy7G0.png,0,0.0,0,2452,2056
A3 24H 2_png.rf.TOtRUqMkxCrasCpSjZKO.png,0,0.0,0,2452,2056
A3 8H 1_png.rf.d60KhXvDmSmp3Oia8S8T.png,318293,6.313694,1,2452,2056
A3 8H 2_png.rf.B5nEx5FtZ9JTiEjZrHJb.png,581415,11.53301,1,2452,2056
A5 0HR 1_png.rf.ckTpizxWhCzqrJmwetqV.png,780272,15.477558,1,2452,2056
A5 0HR 2_png.rf.C9gm2A2fkupz9aW1u7b9.png,852383,16.90796,1,2452,2056
A5 12HR 1_png.rf.1xA3zwCvRWDQRrGvHIhA.png,476300,9.447937,1,2452,2056
A5 12HR 1_png.rf.IESDSkszuJatVJfvQ7PW.png,0,0.0,0,2452,2056
A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,513636,10.188538,1,2452,2056
A5 12HR 2_png.rf.rAr8U7x7uLNYSny2Orvg.png,0,0.0,0,2452,2056
A5 24HR 1_png.rf.CpfIcPI5krfxTtJFGjKH.png,0,0.0,0,2452,2056
A5 24HR 1_png.rf.QWraD9H7IOqSfp8mznDQ.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.JBrJ8KO8uH9Jn3iTJvZf.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.xE7wqG2pbN9OFXjVvNjl.png,211529,4.195912,1,2452,2056
A5 8HR 1_png.rf.jEYUYpVLybixXNUndrI9.png,549463,10.899206,1,2452,2056
A5 8HR 1_png.rf.qbCCkoclBZRwrN2mNDA9.png,329274,6.531514,1,2452,2056
A5 8HR 2_png.rf.7U0SE5K1r1eXtmiCBL1Q.png,361521,7.171169,1,2452,2056
A6 0H 1_png.rf.rKpcg4iYJ50H0XfmG98n.png,1144653,22.705458,1,2452,2056
A6 0H 2_png.rf.xTjPOuBdGBBEAQh6qzcS.png,1243645,24.669074,1,2452,2056
A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,791505,15.700377,1,2452,2056
A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,844361,16.748834,1,2452,2056
A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,411680,8.166128,1,2452,2056
A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,0,0.0,0,2452,2056
A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,850404,16.868704,1,2452,2056
A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,990034,19.63842,1,2452,2056
B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1674940,33.224288,1,2452,2056
B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1434964,28.464098,1,2452,2056
B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,816233,16.190884,1,2452,2056
B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,768847,15.250931,1,2452,2056
B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,111084,27.120117,1,640,640
B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,88904,21.705078,1,640,640
B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,87436,21.34668,1,640,640
B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,117599,28.710693,1,640,640
B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,104339,25.473389,1,640,640
B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,108085,26.387939,1,640,640
B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,695887,13.803688,1,2452,2056
B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,520025,10.315271,1,2452,2056
B1 12HR 1_png.rf.iGQ0raXb1cPFjLpTE8Qs.png,485536,9.631144,1,2452,2056
B1 12hr 1_png.rf.Basp8dmX2exqZZBqydBx.png,50643,12.364014,1,640,640
B1 12hr 1_png.rf.MkOpH7SVtG5q4EYuFmK2.png,50062,12.222168,1,640,640
B1 12hr 1_png.rf.sRUPpw6VBKsEL7UWcuqg.png,80706,19.703613,1,640,640
B1 12hr_1_png.rf.dB4OztvLmzVa4BGq5jCN.png,77270,18.864746,1,640,640
B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,443336,8.79406,1,2452,2056
B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,100209,1.987756,1,2452,2056
