arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,780236,15.476844,1,2452,2056
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,603399,11.969087,1,2452,2056
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,884979,17.554537,1,2452,2056
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,898528,17.823297,1,2452,2056
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,283485,5.623239,1,2452,2056
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,0,0.0,0,2452,2056
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,498529,9.888874,1,2452,2056
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,295010,5.85185,1,2452,2056
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,73365,17.911377,1,640,640
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,54606,13.331543,1,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,2452,2056
A1 24HR 1_png.rf.psHGzfQFFYu0q9OMf12P.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,0,0.0,0,2452,2056
A1 24h 1_png.rf.TlQXP6CHdUFWS07zQImN.png,0,0.0,0,640,640
A1 24h 2_png.rf.o9mYSgMZsKvkMpLuHnpZ.png,0,0.0,0,640,640
A1 24hr 1_png.rf.LkrEN1mHJhJhYU2lmydg.png,30674,7.48877,1,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,360107,7.143121,1,2452,2056
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,339101,6.726443,1,2452,2056
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,451739,8.960743,1,2452,2056
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,639815,12.691438,1,2452,2056
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,2010060,39.871764,1,2452,2056
A2 12H 1_png.rf.xnmVBn7WXmT4yiy3UMlx.png,674624,13.381913,1,2452,2056
