arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,782400,15.519769,1,2452,2056
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,607465,12.04974,1,2452,2056
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,890627,17.666572,1,2452,2056
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,904626,17.944257,1,2452,2056
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,286229,5.677669,1,2452,2056
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,0,0.0,0,2452,2056
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,493753,9.794137,1,2452,2056
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,293642,5.824714,1,2452,2056
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,73348,17.907227,1,640,640
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,54731,13.362061,1,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,2452,2056
A1 24HR 1_png.rf.psHGzfQFFYu0q9OMf12P.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,0,0.0,0,2452,2056
A1 24h 1_png.rf.TlQXP6CHdUFWS07zQImN.png,0,0.0,0,640,640
A1 24h 2_png.rf.o9mYSgMZsKvkMpLuHnpZ.png,0,0.0,0,640,640
A1 24hr 1_png.rf.LkrEN1mHJhJhYU2lmydg.png,31028,7.575195,2,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,363314,7.206735,1,2452,2056
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,341197,6.76802,1,2452,2056
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,450236,8.930929,1,2452,2056
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,644426,12.782903,1,2452,2056
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,2011129,39.892968,1,2452,2056
A2 12H 1_png.rf.xnmVBn7WXmT4yiy3UMlx.png,675438,13.39806,1,2452,2056
A2 12H 2_png.rf.N7tpAQyq0PEGrhaTGLJT.png,797606,15.821397,1,2452,2056
A2 24H 1_png.rf.EFavmtKTLhhnJThESvF0.png,490242,9.724492,1,2452,2056
A2 24H 2_png.rf.E5xmaghZdqaoko8wlaZh.png,606123,12.02312,1,2452,2056
A2 8H 1_png.rf.xvZ2Owwq7kfNeQBUdLj1.png,0,0.0,0,2452,2056
A2 8H 2_png.rf.7oLJskKDBKhwtDpwzZqy.png,843543,16.732608,1,2452,2056
