arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,769380,15.261503,1,2452,2056
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,603808,11.9772,1,2452,2056
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,862252,17.103722,1,2452,2056
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,890570,17.665441,1,2452,2056
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,289927,5.751023,1,2452,2056
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,220416,4.372195,1,2452,2056
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,500879,9.935489,2,2452,2056
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,272691,5.409128,1,2452,2056
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,73012,17.825195,1,640,640
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,55738,13.60791,1,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,2452,2056
A1 24HR 1_png.rf.psHGzfQFFYu0q9OMf12P.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,191093,3.790541,4,2452,2056
A1 24h 1_png.rf.TlQXP6CHdUFWS07zQImN.png,1188,0.290039,1,640,640
A1 24h 2_png.rf.o9mYSgMZsKvkMpLuHnpZ.png,0,0.0,0,640,640
A1 24hr 1_png.rf.LkrEN1mHJhJhYU2lmydg.png,29330,7.160645,1,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,366502,7.269973,1,2452,2056
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,342995,6.803685,1,2452,2056
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,451515,8.956299,1,2452,2056
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,630436,12.505395,1,2452,2056
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,1978980,39.255257,1,2452,2056
A2 12H 1_png.rf.xnmVBn7WXmT4yiy3UMlx.png,828494,16.434095,3,2452,2056
A2 12H 2_png.rf.N7tpAQyq0PEGrhaTGLJT.png,792879,15.727632,1,2452,2056
A2 24H 1_png.rf.EFavmtKTLhhnJThESvF0.png,561570,11.139362,2,2452,2056
A2 24H 2_png.rf.E5xmaghZdqaoko8wlaZh.png,603935,11.979719,1,2452,2056
A2 8H 1_png.rf.xvZ2Owwq7kfNeQBUdLj1.png,469977,9.322514,10,2452,2056
A2 8H 2_png.rf.7oLJskKDBKhwtDpwzZqy.png,827294,16.410292,1,2452,2056
A3 0H 1_png.rf.4oL1M95z5XQoppHkibCl.png,513656,10.188935,2,2452,2056
A3 0H 2_png.rf.QDCtQGDH1pznmeHT0BNJ.png,1069758,21.219833,1,2452,2056
A3 12H 1_png.rf.TU0BGVsD3XJqPwGYBsiu.png,384785,7.632636,1,2452,2056
A3 12H 2_png.rf.r5xe4JQ4Ecgyw1raWv4H.png,269456,5.344958,2,2452,2056
A3 24H 1_png.rf.tfdHOCRouEH53EDqy7G0.png,0,0.0,0,2452,2056
A3 24H 2_png.rf.TOtRUqMkxCrasCpSjZKO.png,0,0.0,0,2452,2056
A3 8H 1_png.rf.d60KhXvDmSmp3Oia8S8T.png,431204,8.553408,2,2452,2056
A3 8H 2_png.rf.B5nEx5FtZ9JTiEjZrHJb.png,610441,12.108772,1,2452,2056
A5 0HR 1_png.rf.ckTpizxWhCzqrJmwetqV.png,760351,15.082403,1,2452,2056
A5 0HR 2_png.rf.C9gm2A2fkupz9aW1u7b9.png,834362,16.550493,1,2452,2056
A5 12HR 1_png.rf.1xA3zwCvRWDQRrGvHIhA.png,469982,9.322613,1,2452,2056
A5 12HR 1_png.rf.IESDSkszuJatVJfvQ7PW.png,206079,4.087805,1,2452,2056
A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,521560,10.34572,1,2452,2056
A5 12HR 2_png.rf.rAr8U7x7uLNYSny2Orvg.png,194926,3.866573,1,2452,2056
A5 24HR 1_png.rf.CpfIcPI5krfxTtJFGjKH.png,0,0.0,0,2452,2056
A5 24HR 1_png.rf.QWraD9H7IOqSfp8mznDQ.png,285602,5.665232,2,2452,2056
A5 24HR 2_png.rf.JBrJ8KO8uH9Jn3iTJvZf.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.xE7wqG2pbN9OFXjVvNjl.png,198540,3.938261,2,2452,2056
A5 8HR 1_png.rf.jEYUYpVLybixXNUndrI9.png,541955,10.750277,1,2452,2056
A5 8HR 1_png.rf.qbCCkoclBZRwrN2mNDA9.png,315146,6.25127,1,2452,2056
A5 8HR 2_png.rf.7U0SE5K1r1eXtmiCBL1Q.png,354790,7.037652,1,2452,2056
A6 0H 1_png.rf.rKpcg4iYJ50H0XfmG98n.png,1067560,21.176233,2,2452,2056
A6 0H 2_png.rf.xTjPOuBdGBBEAQh6qzcS.png,1236689,24.531094,1,2452,2056
A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,771445,15.302465,1,2452,2056
A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,844309,16.747803,1,2452,2056
A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,388535,7.707022,2,2452,2056
A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,452667,8.979151,1,2452,2056
A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,820838,16.28223,1,2452,2056
A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,688504,13.657238,6,2452,2056
B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1569308,31.12896,1,2452,2056
B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1404673,27.863243,1,2452,2056
B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,806359,15.995023,1,2452,2056
B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,768028,15.234685,1,2452,2056
B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,110431,26.960693,1,640,640
B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,85749,20.934814,1,640,640
B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,84986,20.748535,1,640,640
B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,116974,28.558105,4,640,640
B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,92742,22.64209,2,640,640
B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,94094,22.972168,1,640,640
B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,673342,13.356483,1,2452,2056
B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,527432,10.462197,1,2452,2056
B1 12HR 1_png.rf.iGQ0raXb1cPFjLpTE8Qs.png,485494,9.630311,1,2452,2056
B1 12hr 1_png.rf.Basp8dmX2exqZZBqydBx.png,51063,12.466553,1,640,640
B1 12hr 1_png.rf.MkOpH7SVtG5q4EYuFmK2.png,49823,12.163818,1,640,640
B1 12hr 1_png.rf.sRUPpw6VBKsEL7UWcuqg.png,80440,19.638672,1,640,640
B1 12hr_1_png.rf.dB4OztvLmzVa4BGq5jCN.png,71815,17.532959,1,640,640
B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,449573,8.917778,1,2452,2056
B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,224204,4.447334,4,2452,2056
B1 24HR 1_png.rf.ZOXgAwm7pCyA0PxFBFkk.png,306998,6.089645,1,2452,2056
B1 24HR 2_png.rf.Ls9u8THJDkrAcAUiOT0Q.png,224882,4.460783,2,2452,2056
