arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,767438,15.222982,1,2452,2056
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,599067,11.883157,1,2452,2056
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,868241,17.222521,1,2452,2056
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,886939,17.593416,1,2452,2056
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,287276,5.698437,1,2452,2056
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,222645,4.41641,1,2452,2056
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,501377,9.945367,1,2452,2056
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,275051,5.455941,1,2452,2056
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,72817,17.777588,1,640,640
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,56203,13.721436,1,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,2452,2056
A1 24HR 1_png.rf.psHGzfQFFYu0q9OMf12P.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,196989,3.907495,2,2452,2056
A1 24h 1_png.rf.TlQXP6CHdUFWS07zQImN.png,0,0.0,0,640,640
A1 24h 2_png.rf.o9mYSgMZsKvkMpLuHnpZ.png,0,0.0,0,640,640
A1 24hr 1_png.rf.LkrEN1mHJhJhYU2lmydg.png,29126,7.11084,1,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,354702,7.035907,1,2452,2056
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,334536,6.635892,1,2452,2056
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,448649,8.899449,1,2452,2056
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,628284,12.462708,1,2452,2056
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,1969889,39.074927,1,2452,2056
A2 12H 1_png.rf.xnmVBn7WXmT4yiy3UMlx.png,823490,16.334835,3,2452,2056
A2 12H 2_png.rf.N7tpAQyq0PEGrhaTGLJT.png,787138,15.613753,1,2452,2056
A2 24H 1_png.rf.EFavmtKTLhhnJThESvF0.png,573017,11.366426,2,2452,2056
A2 24H 2_png.rf.E5xmaghZdqaoko8wlaZh.png,602322,11.947723,1,2452,2056
A2 8H 1_png.rf.xvZ2Owwq7kfNeQBUdLj1.png,327272,6.491802,5,2452,2056
A2 8H 2_png.rf.7oLJskKDBKhwtDpwzZqy.png,823053,16.326167,1,2452,2056
A3 0H 1_png.rf.4oL1M95z5XQoppHkibCl.png,561994,11.147773,5,2452,2056
A3 0H 2_png.rf.QDCtQGDH1pznmeHT0BNJ.png,1055329,20.933618,1,2452,2056
A3 12H 1_png.rf.TU0BGVsD3XJqPwGYBsiu.png,386977,7.676117,1,2452,2056
A3 12H 2_png.rf.r5xe4JQ4Ecgyw1raWv4H.png,290838,5.769093,2,2452,2056
A3 24H 1_png.rf.tfdHOCRouEH53EDqy7G0.png,0,0.0,0,2452,2056
A3 24H 2_png.rf.TOtRUqMkxCrasCpSjZKO.png,0,0.0,0,2452,2056
A3 8H 1_png.rf.d60KhXvDmSmp3Oia8S8T.png,463376,9.191576,2,2452,2056
A3 8H 2_png.rf.B5nEx5FtZ9JTiEjZrHJb.png,613652,12.172466,1,2452,2056
A5 0HR 1_png.rf.ckTpizxWhCzqrJmwetqV.png,758162,15.038982,1,2452,2056
A5 0HR 2_png.rf.C9gm2A2fkupz9aW1u7b9.png,837141,16.605618,1,2452,2056
A5 12HR 1_png.rf.1xA3zwCvRWDQRrGvHIhA.png,465972,9.24307,1,2452,2056
A5 12HR 1_png.rf.IESDSkszuJatVJfvQ7PW.png,214790,4.260597,1,2452,2056
A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,510941,10.13508,1,2452,2056
A5 12HR 2_png.rf.rAr8U7x7uLNYSny2Orvg.png,203276,4.032204,1,2452,2056
A5 24HR 1_png.rf.CpfIcPI5krfxTtJFGjKH.png,0,0.0,0,2452,2056
A5 24HR 1_png.rf.QWraD9H7IOqSfp8mznDQ.png,306553,6.080818,1,2452,2056
A5 24HR 2_png.rf.JBrJ8KO8uH9Jn3iTJvZf.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.xE7wqG2pbN9OFXjVvNjl.png,193387,3.836045,1,2452,2056
A5 8HR 1_png.rf.jEYUYpVLybixXNUndrI9.png,538532,10.682378,1,2452,2056
A5 8HR 1_png.rf.qbCCkoclBZRwrN2mNDA9.png,320297,6.353445,1,2452,2056
A5 8HR 2_png.rf.7U0SE5K1r1eXtmiCBL1Q.png,348054,6.904036,1,2452,2056
A6 0H 1_png.rf.rKpcg4iYJ50H0XfmG98n.png,1018427,20.201626,3,2452,2056
A6 0H 2_png.rf.xTjPOuBdGBBEAQh6qzcS.png,1189962,23.604213,1,2452,2056
A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,769986,15.273524,1,2452,2056
A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,843189,16.725587,1,2452,2056
A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,369867,7.336721,2,2452,2056
A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,452665,8.979111,1,2452,2056
A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,829231,16.448714,1,2452,2056
A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,257327,5.104366,17,2452,2056
B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1472134,29.201406,7,2452,2056
B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1420950,28.186115,1,2452,2056
B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,802685,15.922145,1,2452,2056
B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,767799,15.230142,1,2452,2056
B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,110017,26.859619,1,640,640
B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,85933,20.979736,1,640,640
B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,84450,20.617676,2,640,640
B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,116555,28.455811,1,640,640
B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,63476,15.49707,9,640,640
B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,80626,19.684082,6,640,640
B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,673919,13.367929,2,2452,2056
B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,519045,10.295832,1,2452,2056
B1 12HR 1_png.rf.iGQ0raXb1cPFjLpTE8Qs.png,480669,9.534601,1,2452,2056
B1 12hr 1_png.rf.Basp8dmX2exqZZBqydBx.png,51766,12.638184,1,640,640
B1 12hr 1_png.rf.MkOpH7SVtG5q4EYuFmK2.png,50336,12.289062,1,640,640
B1 12hr 1_png.rf.sRUPpw6VBKsEL7UWcuqg.png,80727,19.70874,1,640,640
B1 12hr_1_png.rf.dB4OztvLmzVa4BGq5jCN.png,73852,18.030273,2,640,640
B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,448149,8.889531,1,2452,2056
B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,235298,4.667396,3,2452,2056
B1 24HR 1_png.rf.ZOXgAwm7pCyA0PxFBFkk.png,287296,5.698834,1,2452,2056
B1 24HR 2_png.rf.Ls9u8THJDkrAcAUiOT0Q.png,227405,4.51083,1,2452,2056
B1 24hr 1_png.rf.wZriPsVdQe9B1XYh0ypQ.png,21267,5.192139,1,640,640
B1 24hr 2_png.rf.kOhjizJROLOCgNfM1IF5.png,40118,9.794434,1,640,640
B1 8H 1_png.rf.fqDTrXJGtwGnRUswH16c.png,682535,13.538837,1,2452,2056
B1 8H 2_png.rf.gA6SnVr547LgfEenVrRi.png,616484,12.228642,1,2452,2056
B1 8HR 1_png.rf.AMXvM5M5gyDuLKC5DTa9.png,579677,11.498535,1,2452,2056
B1 8HR 2_png.rf.QKXzmdKQE41ccuWFgbwS.png,507274,10.062341,1,2452,2056
