arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,765282,15.180215,1,2452,2056
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,600914,11.919794,2,2452,2056
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,863862,17.135658,1,2452,2056
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,887694,17.608392,1,2452,2056
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,283064,5.614888,1,2452,2056
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,218595,4.336074,1,2452,2056
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,491363,9.746729,1,2452,2056
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,273098,5.417201,1,2452,2056
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,72904,17.798828,1,640,640
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,55571,13.567139,2,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,2452,2056
A1 24HR 1_png.rf.psHGzfQFFYu0q9OMf12P.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,195285,3.873694,2,2452,2056
A1 24h 1_png.rf.TlQXP6CHdUFWS07zQImN.png,156,0.038086,2,640,640
A1 24h 2_png.rf.o9mYSgMZsKvkMpLuHnpZ.png,0,0.0,0,640,640
A1 24hr 1_png.rf.LkrEN1mHJhJhYU2lmydg.png,28610,6.984863,2,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,357642,7.094225,1,2452,2056
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,337183,6.688398,1,2452,2056
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,447144,8.869596,1,2452,2056
