arquivo,area_px,area_pct,n_instancias,orig_w,orig_h
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,780213,15.476388,1,2452,2056
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,605409,12.008957,1,2452,2056
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,888729,17.628923,1,2452,2056
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,900888,17.87011,1,2452,2056
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,286423,5.681517,1,2452,2056
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,240544,4.771456,1,2452,2056
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,483859,9.597878,1,2452,2056
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,0,0.0,0,2452,2056
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,73489,17.94165,1,640,640
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,54421,13.286377,1,640,640
A1 24HR 1_png.rf.1ApDRLrpQqSCaPcShIOu.png,0,0.0,0,2452,2056
A1 24HR 1_png.rf.psHGzfQFFYu0q9OMf12P.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,0,0.0,0,2452,2056
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,0,0.0,0,2452,2056
A1 24h 1_png.rf.TlQXP6CHdUFWS07zQImN.png,0,0.0,0,640,640
A1 24h 2_png.rf.o9mYSgMZsKvkMpLuHnpZ.png,0,0.0,0,640,640
A1 24hr 1_png.rf.LkrEN1mHJhJhYU2lmydg.png,30575,7.4646,1,640,640
A1 8HR 1_png.rf.7N4eAqgpqfPKb1eNWowl.png,358784,7.116878,1,2452,2056
A1 8HR 1_png.rf.VABkXkmpYjE9yLo5gSBX.png,338193,6.708432,1,2452,2056
A1 8HR 2_png.rf.bvjlWbubzYS3fVyOKsCU.png,446277,8.852398,1,2452,2056
A1 8HR 2_png.rf.emd32984S6mQhEIM0RXU.png,636920,12.634013,1,2452,2056
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,2007764,39.82622,1,2452,2056
A2 12H 1_png.rf.xnmVBn7WXmT4yiy3UMlx.png,674231,13.374118,1,2452,2056
A2 12H 2_png.rf.N7tpAQyq0PEGrhaTGLJT.png,798258,15.83433,1,2452,2056
A2 24H 1_png.rf.EFavmtKTLhhnJThESvF0.png,494160,9.80221,1,2452,2056
A2 24H 2_png.rf.E5xmaghZdqaoko8wlaZh.png,613570,12.17084,1,2452,2056
A2 8H 1_png.rf.xvZ2Owwq7kfNeQBUdLj1.png,769382,15.261543,1,2452,2056
A2 8H 2_png.rf.7oLJskKDBKhwtDpwzZqy.png,852869,16.9176,1,2452,2056
A3 0H 1_png.rf.4oL1M95z5XQoppHkibCl.png,460873,9.141926,1,2452,2056
A3 0H 2_png.rf.QDCtQGDH1pznmeHT0BNJ.png,1087905,21.579799,1,2452,2056
A3 12H 1_png.rf.TU0BGVsD3XJqPwGYBsiu.png,382825,7.593757,1,2452,2056
A3 12H 2_png.rf.r5xe4JQ4Ecgyw1raWv4H.png,0,0.0,0,2452,2056
A3 24H 1_png.rf.tfdHOCRouEH53EDqy7G0.png,0,0.0,0,2452,2056
A3 24H 2_png.rf.TOtRUqMkxCrasCpSjZKO.png,0,0.0,0,2452,2056
A3 8H 1_png.rf.d60KhXvDmSmp3Oia8S8T.png,306906,6.08782,1,2452,2056
A3 8H 2_png.rf.B5nEx5FtZ9JTiEjZrHJb.png,586612,11.636098,1,2452,2056
A5 0HR 1_png.rf.ckTpizxWhCzqrJmwetqV.png,779685,15.465914,1,2452,2056
A5 0HR 2_png.rf.C9gm2A2fkupz9aW1u7b9.png,851030,16.881121,1,2452,2056
A5 12HR 1_png.rf.1xA3zwCvRWDQRrGvHIhA.png,481672,9.554497,1,2452,2056
A5 12HR 1_png.rf.IESDSkszuJatVJfvQ7PW.png,0,0.0,0,2452,2056
A5 12HR 2_png.rf.mzYpTwvbQHLWffHAkMOe.png,500330,9.924599,1,2452,2056
A5 12HR 2_png.rf.rAr8U7x7uLNYSny2Orvg.png,0,0.0,0,2452,2056
A5 24HR 1_png.rf.CpfIcPI5krfxTtJFGjKH.png,0,0.0,0,2452,2056
A5 24HR 1_png.rf.QWraD9H7IOqSfp8mznDQ.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.JBrJ8KO8uH9Jn3iTJvZf.png,0,0.0,0,2452,2056
A5 24HR 2_png.rf.xE7wqG2pbN9OFXjVvNjl.png,209926,4.164114,1,2452,2056
A5 8HR 1_png.rf.jEYUYpVLybixXNUndrI9.png,550041,10.910672,1,2452,2056
A5 8HR 1_png.rf.qbCCkoclBZRwrN2mNDA9.png,330270,6.551271,1,2452,2056
A5 8HR 2_png.rf.7U0SE5K1r1eXtmiCBL1Q.png,358331,7.107892,1,2452,2056
A6 0H 1_png.rf.rKpcg4iYJ50H0XfmG98n.png,1147849,22.768855,1,2452,2056
A6 0H 2_png.rf.xTjPOuBdGBBEAQh6qzcS.png,1238013,24.557357,1,2452,2056
A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,790885,15.688079,1,2452,2056
A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,839505,16.65251,1,2452,2056
A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,407009,8.073474,1,2452,2056
A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,476096,9.443891,1,2452,2056
A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,833333,16.530082,1,2452,2056
A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,1013237,20.098677,1,2452,2056
B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1672315,33.172218,1,2452,2056
B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1436645,28.497443,1,2452,2056
B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,818385,16.233572,1,2452,2056
B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,766482,15.204018,1,2452,2056
B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,110922,27.080566,1,640,640
B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,88031,21.491943,1,640,640
B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,87697,21.4104,1,640,640
B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,117713,28.738525,1,640,640
B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,104090,25.412598,1,640,640
B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,107907,26.344482,1,640,640
B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,695994,13.805811,1,2452,2056
B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,515370,10.222934,1,2452,2056
B1 12HR 1_png.rf.iGQ0raXb1cPFjLpTE8Qs.png,482930,9.579451,1,2452,2056
B1 12hr 1_png.rf.Basp8dmX2exqZZBqydBx.png,50674,12.371582,1,640,640
B1 12hr 1_png.rf.MkOpH7SVtG5q4EYuFmK2.png,49484,12.081055,1,640,640
B1 12hr 1_png.rf.sRUPpw6VBKsEL7UWcuqg.png,80113,19.558838,1,640,640
B1 12hr_1_png.rf.dB4OztvLmzVa4BGq5jCN.png,76746,18.736816,1,640,640
B1 24H 1_png.rf.GJ99b6zJDkCcdldeprAL.png,446480,8.856425,1,2452,2056
B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,99040,1.964568,1,2452,2056
B1 24HR 1_png.rf.ZOXgAwm7pCyA0PxFBFkk.png,290429,5.76098,1,2452,2056
B1 24HR 2_png.rf.Ls9u8THJDkrAcAUiOT0Q.png,222774,4.418969,1,2452,2056
B1 24hr 1_png.rf.wZriPsVdQe9B1XYh0ypQ.png,0,0.0,0,640,640
B1 24hr 2_png.rf.kOhjizJROLOCgNfM1IF5.png,39641,9.677979,1,640,640
B1 8H 1_png.rf.fqDTrXJGtwGnRUswH16c.png,687824,13.64375,1,2452,2056
B1 8H 2_png.rf.gA6SnVr547LgfEenVrRi.png,617350,12.24582,1,2452,2056
B1 8HR 1_png.rf.AMXvM5M5gyDuLKC5DTa9.png,583222,11.568854,1,2452,2056
B1 8HR 2_png.rf.QKXzmdKQE41ccuWFgbwS.png,502811,9.973812,1,2452,2056
B1 8hr 1_png.rf.pwZlWzk9sZA3CwldABe9.png,83820,20.463867,1,640,640
B1 8hr 1_png.rf.xNkp4JfkmuylOQerzD1Q.png,85503,20.874756,1,640,640
B1 8hr 2_png.rf.L73Y3X4Dx7HELGkPVNlg.png,59539,14.535889,1,640,640
B4 0H 1_png.rf.UkNByK7H1jadGiO9HCAd.png,826260,16.389781,1,2452,2056
B4 0H 2_png.rf.rXION3PvUG9p2y5KH5ZG.png,1123659,22.289019,1,2452,2056
B4 12H 1_png.rf.1ULnxID5MP426B41agfS.png,0,0.0,0,2452,2056
B4 12H 2_png.rf.BUDIsAimJHwizKA26kde.png,772760,15.328549,1,2452,2056
B4 24H 1_png.rf.b60wYuoI9jxCKCHE2l9q.png,383419,7.60554,1,2452,2056
B4 24H 2_png.rf.Dy3NkPc0L9HXhRCtCbkW.png,0,0.0,0,2452,2056
B4 8H 1_png.rf.OVZZyofXQpVrU06rEdEV.png,823310,16.331265,1,2452,2056
B4 8H 2_png.rf.ShxIhASvXw8lGbZkLgUb.png,0,0.0,0,2452,2056
B5 0HR 1_png.rf.HyxAq2SZFEx1y342m6b9.png,1088606,21.593704,1,2452,2056
B5 0HR 1_png.rf.J6hP1h51BcAFg4KFN6lN.png,930539,18.45827,1,2452,2056
B5 0HR 2_png.rf.MUU0CWJgRWrZIA9N0J2X.png,1028021,20.391934,1,2452,2056
B5 12HR 1_png.rf.XqoVkA4DK3JbERfwmQPP.png,333957,6.624407,1,2452,2056
B5 12HR 2_png.rf.EZH0RYIN3t8Q75rFyebV.png,451216,8.950368,1,2452,2056
B5 12HR 2_png.rf.mSR2WAZaiHT4hljqFuAE.png,606959,12.039703,1,2452,2056
B5 24HR 1_png.rf.TJTLDoAzR6YqhVVqJjBV.png,0,0.0,0,2452,2056
B5 24HR _png.rf.g9PDGT1tjMWdiPw6OCJg.png,0,0.0,0,2452,2056
B5 8HR 1_png.rf.Ym4RLm5f7bEAlTD8XV4Q.png,458616,9.097156,1,2452,2056
B5 8HR 2_png.rf.1bM2nfrE3C3SuMgkQzIF.png,564344,11.194387,1,2452,2056
B5 8HR 2_png.rf.BzRPidTOrz4nL1zIlvSL.png,782238,15.516556,1,2452,2056
B6 0HR 1_png.rf.G9IIgGta9Gbbj9yqetJW.png,904495,17.941659,1,2452,2056
B6 0hr 1_png.rf.tP2kS9n37GFU0hMWW7mV.png,106664,26.041016,1,640,640
B6 12HR 1_png.rf.gMy5B0cpXrZXzyMCZhuv.png,335120,6.647476,1,2452,2056
B6 12HR 2_png.rf.BMDqWV1RTxKKoPMgnLal.png,401413,7.962471,1,2452,2056
B6 12hr 1_png.rf.wMEDLQnrMWwVbcfKlQek.png,32821,8.012939,2,640,640
B6 12hr 2_png.rf.y4b1NNhMuInMAANEGR5y.png,67181,16.401611,1,640,640
B6 24h 1_png.rf.HqRokqEzDfBP5O3ZtezT.png,0,0.0,0,640,640
B6 24h 1_png.rf.Mqv4F4d5b4AUQiStkAzE.png,0,0.0,0,640,640
C5 0H 1_png.rf.OdwF3vyzWYOgZ8CvxU5t.png,1094805,21.716668,1,2452,2056
C5 0H 1_png.rf.qfmzlYXXLFM1UbctuHo5.png,1043221,20.693443,1,2452,2056
C5 0H 2_png.rf.UQiYCwrvqp79phsQH2z3.png,1122627,22.268548,1,2452,2056
C5 12H 1_png.rf.OLiywuVh8Y6xj17HnU6e.png,715190,14.186585,1,2452,2056
C5 12H 1_png.rf.eqPnAQCG5aI0rvfthMNV.png,302427,5.998974,1,2452,2056
C5 12H 2_png.rf.oLP5pb7BztRNGjNEDlAS.png,669256,13.275433,2,2452,2056
C5 12H 2_png.rf.yGOWuMwCESVagvk7Q4HY.png,420321,8.337532,1,2452,2056
C5 24H 1_png.rf.GRabFdMEvh7NdJQw7srC.png,0,0.0,0,2452,2056
C5 24H 2_png.rf.1BqtMMJEWOuzOCOM43Zl.png,0,0.0,0,2452,2056
C5 8H 1_png.rf.QRwHfTeZ3iXOWs30KZOS.png,500141,9.92085,1,2452,2056
C5 8H 1_png.rf.m0k3TjlxKvLXDFhuBq52.png,787902,15.628908,1,2452,2056
C5 8H 2_png.rf.Su3UAyP9dztNqZtfn0u1.png,716350,14.209595,1,2452,2056
D1 0H 1_png.rf.fw3oXHFKRwGBIpMcBKY2.png,809666,16.060621,1,2452,2056
D1 0H 2_png.rf.In3g26PLvIPVilZ9guvK.png,903059,17.913174,1,2452,2056
D1 0HR 1_png.rf.X95BBgcop2LdYBHvWj7G.png,937526,18.596865,1,2452,2056
D1 0HR 1_png.rf.pXGKiyw6dpCjGOogRcBS.png,835215,16.567413,1,2452,2056
D1 0HR 2_png.rf.Ak8bfHD2sNvAS5ARU8WU.png,855361,16.967032,1,2452,2056
D1 0HR 2_png.rf.pBkydjxMgVt0vB999uLo.png,1047238,20.773124,1,2452,2056
D1 12H 1_png.rf.mKsxEDejqQN6qCQxLyns.png,564836,11.204147,1,2452,2056
D1 12H 2_png.rf.hM6Jhc6UJKSMWKFN6Pta.png,705715,13.998638,1,2452,2056
D1 12HR 1_png.rf.Sa5pwYNBsukEYVE7qdCO.png,404429,8.022297,1,2452,2056
D1 12HR 1_png.rf.mtvtObh31Z25eXwo4BTB.png,263917,5.235086,1,2452,2056
D1 12HR 2_png.rf.E03XFlEmMbe4CLEeQ5L0.png,0,0.0,0,2452,2056
D1 12HR 2_png.rf.c61b9Qj6PnDGEcivk5oi.png,470384,9.330587,1,2452,2056
D1 24H 1_png.rf.9St1pSdNBqUmYewNNUks.png,0,0.0,0,2452,2056
D1 24H 2_png.rf.JPXsJfPNRWwnAkf2OC68.png,0,0.0,0,2452,2056
D1 24HR 1_png.rf.D7yfyoxo08GRgfqWxkKs.png,150784,2.990967,1,2452,2056
D1 24HR 1_png.rf.EHcrx6DNEOw8vqgtCyC2.png,0,0.0,0,2452,2056
D1 24HR 2_png.rf.sKzjQXeeTmG65NxFRo5z.png,0,0.0,0,2452,2056
D1 24HR 2_png.rf.uoxKxnADebGlXimnPrEx.png,201999,4.006874,1,2452,2056
D1 8H 1_png.rf.AmYzGCscmIMNbZlAIVL4.png,641321,12.721311,1,2452,2056
D1 8H 2_png.rf.1Guur0r0WOYFqgYbD8Ix.png,0,0.0,0,2452,2056
D1 8HR 1_png.rf.7pXlMXWWJkv2xLuAp89c.png,0,0.0,0,2452,2056
D1 8HR 1_png.rf.Pm37sn4g0olAl9FUCP58.png,384499,7.626963,1,2452,2056
D1 8HR 2_png.rf.We4y9DkVsrjwHtYEPH1S.png,421980,8.37044,1,2452,2056
D1 8HR 2_png.rf.zXqaP0fHqHbabD0CzjuF.png,599255,11.886886,1,2452,2056
D3 0H 1_png.rf.jWsUip53LaCF4OaEEFcb.png,1158326,22.976677,1,2452,2056
D3 0H 2_png.rf.lkEcbAGS1IAwabi3cMT3.png,1250742,24.809851,1,2452,2056
D3 12H 1_png.rf.vDKmMF3YJlFSbIbFZHci.png,973991,19.320189,1,2452,2056
D3 12H 2_png.rf.bk65RyMB9bMlU59S1RY7.png,1070172,21.228045,1,2452,2056
D3 24H 1_png.rf.lgES3xZvT7KoszPGhV44.png,719924,14.280489,1,2452,2056
D3 24H 2_png.rf.vu9MuWKRyoy3WKGkVrI5.png,700893,13.902988,1,2452,2056
D3 8H 1_png.rf.6ah0Jg4O5oakLSomUxcX.png,1017771,20.188614,1,2452,2056
D3 8H 2_png.rf.RmIwn01JNbgfY0VcrlAP.png,1120179,22.21999,1,2452,2056
D4 0H 1_png.rf.FutNJ1bcHBCTMEvRlEBr.png,1005438,19.943975,1,2452,2056
